0.00125126   ,   0.147496   ,   458.241   ,   203.969
0.563585   ,   0.949583   ,   1013.97   ,   816.122
0.193304   ,   0.141575   ,   641.453   ,   199.45
0.80874   ,   0.905118   ,   1260.6   ,   782.186
0.585009   ,   0.692892   ,   1035.52   ,   620.215
0.479873   ,   0.303049   ,   929.752   ,   322.687
0.350291   ,   0.426557   ,   799.388   ,   416.948
0.895962   ,   0.0703757   ,   1348.35   ,   145.111
0.82284   ,   0.966613   ,   1274.79   ,   829.119
0.746605   ,   0.683187   ,   1198.09   ,   612.809
0.174108   ,   0.153233   ,   622.141   ,   208.348
0.858943   ,   0.877255   ,   1311.11   ,   760.921
0.710501   ,   0.82168   ,   1161.77   ,   718.506
0.513535   ,   0.582049   ,   963.617   ,   535.62
0.303995   ,   0.191351   ,   752.812   ,   237.439
0.0149846   ,   0.177892   ,   462.057   ,   227.167
0.0914029   ,   0.817194   ,   538.937   ,   715.083
0.364452   ,   0.475265   ,   813.634   ,   454.122
0.147313   ,   0.155553   ,   595.184   ,   210.118
0.165899   ,   0.503922   ,   613.882   ,   475.993
0.988525   ,   0.732017   ,   1441.47   ,   650.075
0.445692   ,   0.405591   ,   895.365   ,   400.947
0.119083   ,   0.27958   ,   566.784   ,   304.776
0.00466933   ,   0.568743   ,   461.679   ,   525.465
0.0089114   ,   0.682241   ,   465.947   ,   612.087
0.37788   ,   0.755852   ,   827.143   ,   668.266
0.531663   ,   0.721915   ,   981.854   ,   642.366
0.571184   ,   0.475295   ,   1021.61   ,   454.145
0.601764   ,   0.12302   ,   1052.38   ,   185.289
0.607166   ,   0.367809   ,   1057.81   ,   372.112
0.166234   ,   0.834681   ,   614.22   ,   728.429
0.663045   ,   0.0350963   ,   1114.03   ,   118.185
0.450789   ,   0.517014   ,   900.492   ,   485.985
0.352123   ,   0.662984   ,   801.23   ,   597.389
0.0570391   ,   0.426221   ,   504.365   ,   416.692
0.607685   ,   0.104678   ,   1058.33   ,   171.291
0.783319   ,   0.949339   ,   1235.03   ,   815.936
0.802606   ,   0.921384   ,   1254.43   ,   794.601
0.519883   ,   0.549547   ,   970.003   ,   510.814
0.30195   ,   0.345988   ,   750.755   ,   355.458
0.875973   ,   0.471725   ,   1328.24   ,   451.42
0.726676   ,   0.374981   ,   1178.04   ,   377.585
0.955901   ,   0.84698   ,   1408.65   ,   737.815
0.925718   ,   0.316874   ,   1378.29   ,   333.238
0.539354   ,   0.456099   ,   989.591   ,   439.495
0.142338   ,   0.271889   ,   590.179   ,   298.906
0.462081   ,   0.982971   ,   911.852   ,   841.603
0.235328   ,   0.2978   ,   683.731   ,   318.681
0.862239   ,   0.739189   ,   1314.43   ,   655.549
0.209601   ,   0.567278   ,   657.848   ,   524.347
0.779656   ,   0.19599   ,   1231.34   ,   240.979
0.843654   ,   0.761315   ,   1295.73   ,   672.435
0.996796   ,   0.839442   ,   1449.79   ,   732.062
0.999695   ,   0.397656   ,   1452.71   ,   394.891
0.611499   ,   0.5009   ,   1062.17   ,   473.687
0.392438   ,   0.890164   ,   841.788   ,   770.773
0.266213   ,   0.0274667   ,   714.802   ,   112.363
0.297281   ,   0.994629   ,   746.057   ,   850.501
0.840144   ,   0.572588   ,   1292.2   ,   528.399
0.0237434   ,   0.0505081   ,   470.869   ,   129.948
0.375866   ,   0.531327   ,   825.117   ,   496.909
0.0926237   ,   0.194067   ,   540.165   ,   239.512
0.677206   ,   0.843043   ,   1128.28   ,   734.811
0.0562151   ,   0.626759   ,   503.536   ,   569.742
0.00878933   ,   0.657613   ,   465.824   ,   593.29
0.91879   ,   0.197851   ,   1371.32   ,   242.4
0.275887   ,   0.842158   ,   724.535   ,   734.135
0.272896   ,   0.123325   ,   721.526   ,   185.522
0.587909   ,   0.109928   ,   1038.44   ,   175.297
0.691183   ,   0.743126   ,   1142.34   ,   658.554
0.837611   ,   0.314066   ,   1289.65   ,   331.095
0.726493   ,   0.941069   ,   1177.86   ,   809.624
0.484939   ,   0.286081   ,   934.848   ,   309.737
0.205359   ,   0.336314   ,   653.581   ,   348.075
0.743736   ,   0.140263   ,   1195.21   ,   198.449
0.468459   ,   0.733085   ,   918.269   ,   650.891
0.457961   ,   0.83462   ,   907.707   ,   728.382
0.949156   ,   0.707999   ,   1401.87   ,   631.745
0.744438   ,   0.600238   ,   1195.91   ,   549.502
0.10828   ,   0.747215   ,   555.915   ,   661.675
0.599048   ,   0.252724   ,   1049.65   ,   284.279
0.385235   ,   0.144475   ,   834.542   ,   201.663
0.735008   ,   0.00161748   ,   1186.43   ,   96.6345
0.608966   ,   0.0610065   ,   1059.62   ,   137.96
0.572405   ,   0.806238   ,   1022.84   ,   706.721
0.361339   ,   0.852626   ,   810.502   ,   742.124
0.151555   ,   0.210578   ,   599.452   ,   252.113
0.225105   ,   0.115604   ,   673.445   ,   179.629
0.425153   ,   0.553209   ,   874.702   ,   513.609
0.802881   ,   0.0142521   ,   1254.71   ,   102.277
0.517106   ,   0.113773   ,   967.209   ,   178.232
0.98999   ,   0.454512   ,   1442.95   ,   438.284
0.751549   ,   0.75222   ,   1203.07   ,   665.494
0.345561   ,   0.686148   ,   794.629   ,   615.068
0.168981   ,   0.543443   ,   616.983   ,   506.156
0.657308   ,   0.0738853   ,   1108.26   ,   147.789
0.491897   ,   0.43672   ,   941.848   ,   424.705
0.0635395   ,   0.201941   ,   510.905   ,   245.521
0.699759   ,   0.696219   ,   1150.96   ,   622.754
0.504807   ,   0.290353   ,   954.836   ,   312.997
100 speckles in total
